上市有價證券種類,有價證券代號代碼,有價證券代號名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
股票,6206,飛捷,TW0006206006,2004/08/03,上市,電腦及週邊設備業,ESVUFR,
股票,6209,今國光,TW0006209000,2004/11/08,上市,光電業,ESVUFR,
股票,6213,聯茂,TW0006213002,2008/01/21,上市,電子零組件業,ESVUFR,
股票,6214,精誠,TW0006214000,2010/12/30,上市,資訊服務業,ESVUFR,
股票,6215,和椿,TW0006215007,2007/12/31,上市,其他電子業,ESVUFR,
股票,6216,居易,TW0006216005,2004/09/27,上市,通信網路業,ESVUFR,
股票,6224,聚鼎,TW0006224009,2009/09/17,上市,電子零組件業,ESVUFR,
股票,6225,天瀚,TW0006225006,2004/09/27,上市,光電業,ESVUFR,
股票,6226,光鼎,TW0006226004,2008/11/10,上市,光電業,ESVUFR,
股票,6230,尼得科超眾,TW0006230006,2010/09/16,上市,電腦及週邊設備業,ESVUFR,
股票,6235,華孚,TW0006235005,2004/08/23,上市,電腦及週邊設備業,ESVUFR,
股票,6239,力成,TW0006239007,2004/11/08,上市,半導體業,ESVUFR,
股票,6243,迅杰,TW0006243009,2009/12/17,上市,半導體業,ESVUFR,
股票,6257,矽格,TW0006257009,2003/08/25,上市,半導體業,ESVUFR,
股票,6269,台郡,TW0006269004,2003/09/23,上市,電子零組件業,ESVUFR,
股票,6271,同欣電,TW0006271000,2007/11/16,上市,半導體業,ESVUFR,
股票,6277,宏正,TW0006277007,2003/10/30,上市,電腦及週邊設備業,ESVUFR,
股票,6278,台表科,TW0006278005,2010/08/24,上市,光電業,ESVUFR,
股票,6281,全國電,TW0006281009,2005/12/08,上市,電子通路業,ESVUFR,
股票,6282,康舒,TW0006282007,2003/09/08,上市,電子零組件業,ESVUFR,
股票,6283,淳安,TW0006283005,2008/01/21,上市,其他電子業,ESVUFR,
股票,6285,啟��,TW0006285000,2003/09/22,上市,通信網路業,ESVUFR,
股票,6288,聯嘉,TW0006288004,2018/05/09,上市,汽車工業,ESVUFR,
股票,6405,悅城,TW0006405004,2013/11/28,上市,光電業,ESVUFR,
股票,6409,旭隼,TW0006409006,2014/03/31,上市,其他電子業,ESVUFR,
股票,6412,群電,TW0006412000,2013/11/08,上市,電子零組件業,ESVUFR,
股票,6414,樺漢,TW0006414006,2014/03/28,上市,電腦及週邊設備業,ESVUFR,
股票,6415,矽力*-KY,KYG8190F1028,2013/12/12,上市,半導體業,ESVUFR,
股票,6416,瑞祺電通,TW0006416001,2018/04/16,上市,通信網路業,ESVUFR,
股票,6426,統新,TW0006426000,2021/03/24,上市,通信網路業,ESVUFR,
股票,6431,光麗-KY,KYG532651075,2014/12/04,上市,生技醫療業,ESVUFR,
股票,6438,迅得,TW0006438005,2021/01/19,上市,其他電子業,ESVUFR,
股票,6442,光聖,TW0006442007,2015/07/14,上市,通信網路業,ESVUFR,
股票,6443,元晶,TW0006443005,2015/10/01,上市,光電業,ESVUFR,
股票,6446,藥華藥,TW0006446008,2024/01/25,上市,生技醫療業,ESVUFR,
股票,6449,鈺邦,TW0006449002,2014/12/09,上市,電子零組件業,ESVUFR,
股票,6451,訊芯-KY,KYG811801045,2015/01/26,上市,半導體業,ESVUFR,
股票,6456,GIS-KY,KYG3808R1011,2015/06/12,上市,光電業,ESVUFR,
股票,6464,台數科,TW0006464001,2015/12/16,上市,其他業,ESVUFR,
股票,6472,保瑞,TW0006472004,2023/12/19,上市,生技醫療業,ESVUFR,
股票,6477,安集,TW0006477003,2016/06/21,上市,光電業,ESVUFR,
股票,6491,晶碩,TW0006491004,2019/10/07,上市,生技醫療業,ESVUFR,
股票,6504,南六,TW0006504004,2013/05/07,上市,其他業,ESVUFR,
股票,6505,台塑化,TW0006505001,2003/12/26,上市,油電燃氣業,ESVUFR,
股票,6515,穎崴,TW0006515000,2021/01/20,上市,半導體業,ESVUFR,
股票,6525,捷敏-KY,KYG3790U1040,2016/04/12,上市,半導體業,ESVUFR,
股票,6526,達發,TW0006526007,2023/10/19,上市,半導體業,ESVUFR,
股票,6531,愛普*,TW0006531007,2016/05/31,上市,半導體業,ESVUFR,
股票,6533,晶心科,TW0006533003,2017/03/14,上市,半導體業,ESVUFR,
股票,6541,泰福-KY,KYG8676P1037,2017/10/26,上市,生技醫療業,ESVUFR,
股票,6550,北極星藥業-KY,KYG7171A1085,2022/06/06,上市,生技醫療業,ESVUFR,
股票,6552,易華電,TW0006552003,2017/01/10,上市,半導體業,ESVUFR,
股票,6558,興能高,TW0006558000,2018/12/05,上市,其他電子業,ESVUFR,
股票,6573,虹揚-KY,KYG4712A1013,2017/09/26,上市,半導體業,ESVUFR,
股票,6579,研揚,TW0006579006,2017/08/21,上市,電腦及週邊設備業,ESVUFR,
股票,6581,鋼聯,TW0006581002,2018/01/30,上市,綠能環保,ESVUFR,
股票,6582,申豐,TW0006582000,2017/06/14,上市,橡膠工業,ESVUFR,
股票,6585,鼎基,TW0006585003,2022/05/20,上市,其他業,ESVUFR,
股票,6591,動力-KY,KYG8587R1074,2017/12/28,上市,電腦及週邊設備業,ESVUFR,
股票,6592,和潤企業,TW0006592009,2019/12/09,上市,其他業,ESVUFR,
股票,6598,ABC-KY,KYG0488D1051,2020/06/09,上市,生技醫療業,ESVUFR,
股票,6605,帝寶,TW0006605009,2004/03/17,上市,汽車工業,ESVUFR,
股票,6606,建德工業,TW0006606007,2023/03/24,上市,電機機械,ESVUFR,
股票,6625,必應,TW0006625007,2018/02/07,上市,其他業,ESVUFR,
股票,6641,基士德-KY,KYG416551045,2018/09/21,上市,綠能環保,ESVUFR,
股票,6655,科定,TW0006655004,2018/11/28,上市,其他業,ESVUFR,
股票,6657,華安,TW0006657000,2023/06/12,上市,生技醫療業,ESVUFR,
股票,6658,聯策,TW0006658008,2023/11/02,上市,其他電子業,ESVUFR,
股票,6666,羅麗芬-KY,KYG569831020,2018/11/19,上市,生技醫療業,ESVUFR,
股票,6668,中揚光,TW0006668007,2018/12/12,上市,光電業,ESVUFR,
股票,6669,緯穎,TW0006669005,2019/03/27,上市,電腦及週邊設備業,ESVUFR,
股票,6670,復盛應用,TW0006670003,2018/12/18,上市,運動休閒,ESVUFR,
股票,6671,三能-KY,KYG7806W1033,2018/12/11,上市,居家生活,ESVUFR,
股票,6672,騰輝電子-KY,KYG9353A1040,2019/04/17,上市,電子零組件業,ESVUFR,
股票,6674,鋐寶科技,TW0006674005,2018/11/28,上市,通信網路業,ESVUFR,
股票,6689,伊雲谷,TW0006689003,2022/09/13,上市,數位雲端,ESVUFR,
股票,6691,洋基工程,TW0006691009,2022/01/03,上市,其他電子業,ESVUFR,
股票,6695,芯鼎,TW0006695000,2022/11/04,上市,半導體業,ESVUFR,
股票,6698,旭暉應材,TW0006698004,2019/11/25,上市,其他電子業,ESVUFR,
股票,6706,惠特,TW0006706005,2019/12/19,上市,光電業,ESVUFR,
股票,6715,嘉基,TW0006715006,2019/12/12,上市,電子零組件業,ESVUFR,
股票,6719,力智,TW0006719008,2022/01/13,上市,半導體業,ESVUFR,
股票,6742,澤米,TW0006742000,2023/12/05,上市,光電業,ESVUFR,
股票,6743,安普新,TW0006743008,2020/12/14,上市,其他電子業,ESVUFR,
股票,6753,龍德造船,TW0006753007,2023/03/10,上市,航運業,ESVUFR,
股票,6754,匯僑設計,TW0006754005,2020/08/25,上市,居家生活,ESVUFR,
股票,6756,威鋒電子,TW0006756000,2020/12/24,上市,半導體業,ESVUFR,
股票,6757,台灣虎航,TW0006757008,2024/11/29,上市,航運業,ESVUFR,
股票,6768,志強-KY,KYG8368S1003,2021/04/22,上市,運動休閒,ESVUFR,
股票,6770,力積電,TW0006770001,2021/12/06,上市,半導體業,ESVUFR,
股票,6776,展�眥篕�,TW0006776008,2021/03/31,上市,電子通路業,ESVUFR,
股票,6781,AES-KY,KYG0097V1086,2021/03/22,上市,電子零組件業,ESVUFR,
股票,6782,視陽,TW0006782006,2022/11/28,上市,生技醫療業,ESVUFR,
股票,6789,采鈺,TW0006789001,2022/06/30,上市,半導體業,ESVUFR,
股票,6790,永豐實,TW0006790009,2021/09/29,上市,造紙工業,ESVUFR,
股票,6792,詠業,TW0006792005,2021/12/08,上市,通信網路業,ESVUFR,
股票,6796,晉弘,TW0006796006,2022/06/01,上市,生技醫療業,ESVUFR,
股票,6799,來頡,TW0006799000,2022/05/12,上市,半導體業,ESVUFR,
股票,6805,富世達,TW0006805005,2023/11/09,上市,電子零組件業,ESVUFR,
股票,6806,森崴能源,TW0006806003,2021/11/15,上市,綠能環保,ESVUFR,
股票,6807,峰源-KY,KYG3425A1013,2022/04/25,上市,居家生活,ESVUFR,
股票,6830,汎銓,TW0006830003,2022/08/31,上市,其他電子業,ESVUFR,
股票,6834,天二科技,TW0006834005,2022/09/01,上市,電子零組件業,ESVUFR,
股票,6835,圓裕,TW0006835002,2022/11/10,上市,電子零組件業,ESVUFR,
股票,6838,台新藥,TW0006838006,2024/08/13,上市,生技醫療業,ESVUFR,
股票,6861,睿生光電,TW0006861008,2023/03/27,上市,生技醫療業,ESVUFR,
股票,6862,三集瑞-KY,KYG9066C1087,2024/10/23,上市,電子零組件業,ESVUFR,
股票,6863,永道-KY,KYG0478A1031,2023/03/21,上市,通信網路業,ESVUFR,
股票,6869,雲豹能源,TW0006869001,2024/06/19,上市,綠能環保,ESVUFR,
股票,6873,泓德能源,TW0006873003,2024/09/26,上市,綠能環保,ESVUFR,
股票,6885,全福生技,TW0006885007,2024/12/16,上市,生技醫療業,ESVUFR,
股票,6887,寶綠特-KY,KYG1462B1077,2025/03/10,上市,綠能環保,ESVUFR,
股票,6890,來億-KY,KYG5353T1013,2024/06/12,上市,運動休閒,ESVUFR,
股票,6901,鑽石投資,TW0006901002,2023/09/19,上市,其他業,ESVUFR,
股票,6902,GOGOLOOK,TW0006902000,2025/05/16,上市,數位雲端,ESVUFR,
股票,6906,現觀科,TW0006906001,2024/01/15,上市,數位雲端,ESVUFR,
股票,6914,阜爾運通,TW0006914005,2024/05/03,上市,其他業,ESVUFR,
股票,6916,華凌,TW0006916000,2023/12/05,上市,光電業,ESVUFR,
股票,6919,康霈*,TW0006919004,2024/10/02,上市,生技醫療業,ESVUFR,
股票,6923,中台,TW0006923006,2024/09/25,上市,綠能環保,ESVUFR,
股票,6928,攸泰科技,TW0006928005,2024/05/16,上市,電腦及週邊設備業,ESVUFR,
股票,6931,青松健康,TW0006931009,2025/01/15,上市,生技醫療業,ESVUFR,
股票,6933,AMAX-KY,KYG0249M1050,2023/11/08,上市,電腦及週邊設備業,ESVUFR,
股票,6936,永鴻生技,TW0006936008,2025/04/28,上市,生技醫療業,ESVUFR,
股票,6937,天虹,TW0006937006,2023/12/12,上市,半導體業,ESVUFR,
股票,6952,大武山,TW0006952005,2024/06/13,上市,其他業,ESVUFR,
股票,6957,裕慶-KY,KYG4631S1003,2024/06/25,上市,其他業,ESVUFR,
股票,6958,日盛台駿,TW0006958002,2024/08/20,上市,其他業,ESVUFR,
股票,6962,奕力-KY,KYG4977T1004,2024/11/26,上市,半導體業,ESVUFR,
股票,6965,中傑-KY,KYG2124U1031,2025/03/07,上市,運動休閒,ESVUFR,
股票,6994,富威電力,TW0006994007,2025/01/15,上市,綠能環保,ESVUFR,
股票,7705,三商餐飲,TW0007705006,2024/11/26,上市,觀光餐旅,ESVUFR,
股票,7722,LINEPAY,TW0007722001,2024/12/05,上市,數位雲端,ESVUFR,
股票,7732,金興精密,TW0007732000,2025/01/14,上市,汽車工業,ESVUFR,
股票,7736,虎山,TW0007736001,2025/03/18,上市,汽車工業,ESVUFR,
股票,8011,台通,TW0008011008,2011/09/19,上市,通信網路業,ESVUFR,
股票,8016,矽創,TW0008016007,2003/12/25,上市,半導體業,ESVUFR,
股票,8021,尖點,TW0008021007,2008/01/21,上市,其他電子業,ESVUFR,
股票,8028,昇陽半導體,TW0008028002,2018/07/10,上市,半導體業,ESVUFR,
股票,8033,雷虎,TW0008033002,2007/06/21,上市,其他業,ESVUFR,
股票,8039,台虹,TW0008039009,2009/12/17,上市,電子零組件業,ESVUFR,
股票,8045,達運光電,TW0008045006,2024/12/11,上市,通信網路業,ESVUFR,
股票,8046,南電,TW0008046004,2006/04/07,上市,電子零組件業,ESVUFR,
股票,8070,長華*,TW0008070004,2007/12/31,上市,電子通路業,ESVUFR,
股票,8072,陞泰,TW0008072000,2005/08/19,上市,電子通路業,ESVUFR,
股票,8081,致新,TW0008081001,2008/12/30,上市,半導體業,ESVUFR,
股票,8101,華冠,TW0008101007,2004/07/01,上市,通信網路業,ESVUFR,
股票,8103,瀚荃,TW0008103003,2009/09/29,上市,電子零組件業,ESVUFR,
股票,8104,錸寶,TW0008104001,2019/01/17,上市,光電業,ESVUFR,
股票,8105,凌巨,TW0008105008,2006/12/27,上市,光電業,ESVUFR,
股票,8110,華東,TW0008110008,2007/10/31,上市,半導體業,ESVUFR,
股票,8112,至上,TW0008112004,2007/12/31,上市,電子通路業,ESVUFR,
股票,8114,振樺電,TW0008114000,2012/11/26,上市,電腦及週邊設備業,ESVUFR,
股票,8131,福懋科,TW0008131004,2007/11/29,上市,半導體業,ESVUFR,
股票,8150,南茂,TW0008150004,2014/04/11,上市,半導體業,ESVUFR,
股票,8163,達方,TW0008163007,2007/11/28,上市,電腦及週邊設備業,ESVUFR,
股票,8201,無敵,TW0008201005,2007/10/29,上市,其他電子業,ESVUFR,
股票,8210,勤誠,TW0008210006,2011/12/01,上市,電腦及週邊設備業,ESVUFR,
股票,8213,志超,TW0008213000,2009/12/25,上市,電子零組件業,ESVUFR,
股票,8215,明基材,TW0008215005,2010/11/12,上市,光電業,ESVUFR,
股票,8222,寶一,TW0008222001,2015/01/27,上市,電機機械,ESVUFR,
股票,8249,菱光,TW0008249004,2005/05/17,上市,電子零組件業,ESVUFR,
股票,8261,富鼎,TW0008261009,2009/12/11,上市,半導體業,ESVUFR,
股票,8271,宇瞻,TW0008271008,2010/12/29,上市,半導體業,ESVUFR,
股票,8341,日友,TW0008341009,2015/03/23,上市,綠能環保,ESVUFR,
股票,8367,建新國際,TW0008367004,2018/09/12,上市,航運業,ESVUFR,
股票,8374,羅昇,TW0008374000,2008/12/25,上市,電機機械,ESVUFR,
股票,8404,百和興業-KY,KYG684631016,2011/05/18,上市,其他業,ESVUFR,
股票,8411,福貞-KY,KYG525911072,2011/11/01,上市,其他業,ESVUFR,
股票,8422,可寧衛,TW0008422007,2011/10/05,上市,綠能環保,ESVUFR,
股票,8429,金麗-KY,KYG513871015,2012/12/20,上市,貿易百貨業,ESVUFR,
股票,8438,昶昕,TW0008438003,2022/03/11,上市,綠能環保,ESVUFR,
股票,8442,威宏-KY,KYG981151015,2016/11/08,上市,其他業,ESVUFR,
股票,8443,阿瘦,TW0008443003,2014/09/15,上市,貿易百貨業,ESVUFR,
股票,8454,富邦媒,TW0008454000,2014/12/19,上市,數位雲端,ESVUFR,
股票,8462,柏文,TW0008462003,2019/03/15,上市,運動休閒,ESVUFR,
股票,8463,潤泰材,TW0008463001,2015/07/13,上市,其他業,ESVUFR,
股票,8464,億豐,TW0008464009,2015/12/22,上市,居家生活,ESVUFR,
股票,8466,美吉吉-KY,KYG332481087,2016/11/01,上市,其他業,ESVUFR,
股票,8467,波力-KY,KYG144971044,2015/12/15,上市,運動休閒,ESVUFR,
股票,8473,山林水,TW0008473000,2016/09/08,上市,綠能環保,ESVUFR,
股票,8476,台境*,TW0008476003,2023/10/31,上市,綠能環保,ESVUFR,
股票,8478,東哥遊艇,TW0008478009,2017/12/11,上市,運動休閒,ESVUFR,
股票,8481,政伸,TW0008481003,2017/02/24,上市,其他業,ESVUFR,
股票,8482,商億-KY,KYG806341015,2018/08/15,上市,居家生活,ESVUFR,
股票,8488,吉源-KY,KYG5140K1085,2016/12/13,上市,其他業,ESVUFR,
股票,8499,鼎炫-KY,KYG8923R1002,2017/11/24,上市,其他電子業,ESVUFR,
股票,8926,台汽電,TW0008926007,2003/08/25,上市,油電燃氣業,ESVUFR,
股票,8940,新天地,TW0008940008,2009/05/15,上市,觀光餐旅,ESVUFR,
股票,8996,高力,TW0008996000,2014/02/14,上市,電機機械,ESVUFR,
股票,9802,鈺齊-KY,KYG368891068,2012/10/18,上市,運動休閒,ESVUFR,
股票,9902,台火,TW0009902007,1964/07/14,上市,其他業,ESVUFR,
股票,9904,寶成,TW0009904003,1990/01/19,上市,運動休閒,ESVUFR,
股票,9905,大華,TW0009905000,1990/08/08,上市,其他業,ESVUFR,
股票,9906,欣巴巴,TW0009906008,1990/12/15,上市,建材營造業,ESVUFR,
股票,9907,統一實,TW0009907006,1991/01/29,上市,其他業,ESVUFR,
股票,9908,大台北,TW0009908004,1991/02/06,上市,油電燃氣業,ESVUFR,
股票,9910,豐泰,TW0009910000,1992/02/18,上市,運動休閒,ESVUFR,
股票,9911,櫻花,TW0009911008,1992/07/16,上市,居家生活,ESVUFR,
股票,9912,偉聯,TW0009912006,1992/08/08,上市,電腦及週邊設備業,ESVUFR,
股票,9914,美利達,TW0009914002,1992/09/30,上市,運動休閒,ESVUFR,
股票,9917,中保科,TW0009917005,1993/12/08,上市,其他業,ESVUFR,
股票,9918,欣天然,TW0009918003,1994/04/26,上市,油電燃氣業,ESVUFR,
股票,9919,康那香,TW0009919001,1994/11/04,上市,其他業,ESVUFR,
股票,9921,巨大,TW0009921007,1994/12/29,上市,運動休閒,ESVUFR,
股票,9924,福興,TW0009924001,1995/03/15,上市,居家生活,ESVUFR,
股票,9925,新保,TW0009925008,1995/12/09,上市,其他業,ESVUFR,
股票,9926,新海,TW0009926006,1998/04/08,上市,油電燃氣業,ESVUFR,
股票,9927,泰銘,TW0009927004,1999/03/12,上市,其他業,ESVUFR,
股票,9928,中視,TW0009928002,1999/08/09,上市,其他業,ESVUFR,
股票,9929,秋雨,TW0009929000,1999/06/28,上市,其他業,ESVUFR,
股票,9930,中聯資源,TW0009930008,1999/11/22,上市,綠能環保,ESVUFR,
股票,9931,欣高,TW0009931006,2000/03/21,上市,油電燃氣業,ESVUFR,
股票,9933,中鼎,TW0009933002,1993/05/28,上市,其他業,ESVUFR,
股票,9934,成霖,TW0009934000,2000/09/11,上市,居家生活,ESVUFR,
股票,9935,慶豐富,TW0009935007,2000/09/11,上市,居家生活,ESVUFR,
股票,9937,全國,TW0009937003,2000/09/11,上市,油電燃氣業,ESVUFR,
股票,9938,百和,TW0009938001,2001/01/12,上市,其他業,ESVUFR,
股票,9939,宏全,TW0009939009,2001/03/02,上市,其他業,ESVUFR,
股票,9940,信義,TW0009940007,2001/09/17,上市,其他業,ESVUFR,
股票,9941,裕融,TW0009941005,2001/09/17,上市,其他業,ESVUFR,
股票,9942,茂順,TW0009942003,2002/01/28,上市,其他業,ESVUFR,
股票,9943,好樂迪,TW0009943001,2002/08/26,上市,觀光餐旅,ESVUFR,
股票,9944,新麗,TW0009944009,2002/08/26,上市,其他業,ESVUFR,
股票,9945,潤泰新,TW0009945006,1992/04/30,上市,其他業,ESVUFR,
股票,9946,三發地產,TW0009946004,2013/09/17,上市,建材營造業,ESVUFR,
股票,9955,佳龍,TW0009955005,2008/01/21,上市,綠能環保,ESVUFR,
股票,9958,世紀鋼,TW0009958009,2008/03/12,上市,鋼鐵工業,ESVUFR,
創新板,2254,巨鎧精密-創,TW0002254000,2023/10/20,上市臺灣創新板,汽車工業,ESVUFR,
創新板,2258,鴻華先進-創,TW0002258001,2023/11/20,上市臺灣創新板,汽車工業,ESVUFR,
創新板,2432,倚天酷��-創,TW0002432002,2023/05/31,上市臺灣創新板,電腦及週邊設備業,ESVUFR,
創新板,3150,鈺寶-創,TW0003150009,2024/06/27,上市臺灣創新板,半導體業,ESVUFR,
創新板,6423,億而得-創,TW0006423007,2024/05/15,上市臺灣創新板,半導體業,ESVUFR,
創新板,6534,正瀚-創,TW0006534001,2023/12/21,上市臺灣創新板,生技醫療業,ESVUFR,
創新板,6645,金萬林-創,TW0006645005,2023/12/21,上市臺灣創新板,生技醫療業,ESVUFR,
創新板,6771,平和環保-創,TW0006771009,2024/05/17,上市臺灣創新板,綠能環保,ESVUFR,
創新板,6794,向榮生技-創,TW0006794001,2024/05/21,上市臺灣創新板,生技醫療業,ESVUFR,
創新板,6854,錼創科技-KY創,KYG7148D1025,2022/08/18,上市臺灣創新板,半導體業,ESVUFR,
創新板,6924,榮惠-KY創,KYG2954S1030,2024/12/03,上市臺灣創新板,電子零組件業,ESVUFR,
創新板,6949,沛爾生醫-創,TW0006949001,2024/03/08,上市臺灣創新板,生技醫療業,ESVUFR,
創新板,6951,青新-創,TW0006951007,2024/06/18,上市臺灣創新板,綠能環保,ESVUFR,
創新板,6955,邦睿生技-創,TW0006955008,2024/12/06,上市臺灣創新板,生技醫療業,ESVUFR,
創新板,6969,成信實業*-創,TW0006969009,2024/09/09,上市臺灣創新板,綠能環保,ESVUFR,
創新板,6988,威力暘-創,TW0006988009,2024/10/23,上市臺灣創新板,汽車工業,ESVUFR,
創新板,7631,聚賢研發-創,TW0007631B19,2025/03/13,上市臺灣創新板,其他電子業,ESVUFR,
創新板,8162,微矽電子-創,TW0008162009,2024/03/07,上市臺灣創新板,半導體業,ESVUFR,
創新板,8487,愛爾達-創,TW0008487000,2024/03/26,上市臺灣創新板,數位雲端,ESVUFR,
ETF,0050,元大台灣50,TW0000050004,2003/06/30,上市,,CEOGEU,
ETF,0051,元大中型100,TW0000051002,2006/08/31,上市,,CEOGEU,
ETF,0052,富邦科技,TW0000052000,2006/09/12,上市,,CEOGEU,
ETF,0053,元大電子,TW0000053008,2007/07/16,上市,,CEOGEU,
ETF,0055,元大MSCI金融,TW0000055003,2007/07/16,上市,,CEOGEU,
ETF,0056,元大高股息,TW0000056001,2007/12/26,上市,,CEOGEU,
ETF,0057,富邦摩台,TW0000057009,2008/02/27,上市,,CEOGEU,
ETF,0061,元大寶滬深,TW0000061001,2009/08/17,上市,,CEOGEU,
臺灣存託憑證(TDR),9103,美德醫療-DR,TW0009103002,2002/12/13,上市,,EDSDDR,
臺灣存託憑證(TDR),9105,泰金寶-DR,TW0009105007,2003/09/22,上市,,EDSDDR,
臺灣存託憑證(TDR),9110,越南控-DR,TW0009110007,2009/12/03,上市,,EDSDDR,
臺灣存託憑證(TDR),9136,巨騰-DR,TW0009136002,2009/05/25,上市,,EDSDDR,
